acc	ApApos2	ApAbridge	ApCpos2	ApCbridge	ApGpos1	ApGpos2	ApGbridge	ApTpos2	ApTbridge	CpApos2	CpAbridge	CpCpos2	CpCbridge	CpGpos1	CpGpos2	CpGbridge	CpTpos1	CpTpos2	CpTbridge	GpApos2	GpAbridge	GpCpos2	GpCbridge	GpGpos2	GpGbridge	GpTpos2	GpTbridge	TpApos2	TpAbridge	TpCpos1	TpCpos2	TpCbridge	TpGpos2	TpGbridge	TpTpos1	TpTpos2	TpTbridge
AB519642	0.47761194	0.240030713	0.41025641	0.140287914	0.434353928	0.52238806	0.366968699	0.58974359	0.240214597	0.311788332	0.153819948	0.171520292	0.167334024	0.25	0.084385392	0.116021993	0.542857143	0.317287349	0.16397822	0.483172407	0.226687694	0.126150354	0.06879658	0.286603065	0.260367258	0.116234458	0.111215011	0.258325331	0.109558677	0.736842105	0.202977478	0.230209737	0.435992352	0.371711761	0.588746157	0.232881534	0.183104686
AF070449	0.432835821	0.212451851	0.428571429	0.141447833	0.445001814	0.567164179	0.332001589	0.571428571	0.233121372	0.289797757	0.157328625	0.144072886	0.1503128	0.25	0.104535442	0.097586392	0.571428571	0.336373647	0.181283665	0.446048549	0.258325864	0.11325795	0.06115052	0.302226615	0.279864945	0.145100178	0.109981641	0.25816033	0.101706188	0.717948718	0.219135954	0.261663496	0.423141549	0.396760179	0.567498458	0.2306361	0.172384083
AF351847	0.5	0.235054003	0.421052632	0.128351072	0.443616984	0.5	0.364436466	0.578947368	0.263945632	0.298645932	0.160569292	0.157658044	0.156105243	0.260869565	0.101573377	0.135337939	0.545454545	0.317028693	0.201707554	0.459197422	0.243041153	0.119398634	0.075790419	0.285114754	0.219686804	0.147658149	0.118497584	0.276889557	0.106755359	0.710526316	0.235104264	0.274595374	0.419623127	0.372144931	0.587798195	0.210279457	0.158853807
AF351852	0.447761194	0.224536208	0.435897436	0.141322784	0.434454398	0.552238806	0.331876338	0.564102564	0.242034892	0.293136949	0.150169701	0.145734881	0.149821088	0.25	0.110134754	0.099204844	0.542857143	0.335857102	0.189152418	0.461557415	0.24586788	0.114198552	0.060859896	0.286694193	0.29742646	0.136331793	0.096622792	0.268497827	0.110956999	0.736842105	0.208552602	0.253675746	0.409242671	0.388114232	0.589878493	0.240744667	0.18386457
AY854587	0.446153846	0.220762219	0.402597403	0.094543056	0.466621157	0.553846154	0.342308713	0.597402597	0.239154668	0.276526286	0.160422909	0.168399561	0.151972134	0.2	0.096840854	0.134164045	0.571428571	0.334088717	0.134264439	0.481701117	0.251151016	0.11340054	0.0582634	0.285867147	0.265609825	0.127013094	0.114627432	0.250670477	0.104194893	0.717948718	0.223754291	0.280964898	0.432705751	0.348507223	0.568063495	0.225838043	0.194644528
AY854592	0.47761194	0.250485611	0.397435897	0.152783801	0.459650844	0.52238806	0.305489337	0.602564103	0.210261684	0.29811579	0.162768023	0.1746299	0.173303541	0.217391304	0.112045801	0.087672502	0.571428571	0.289367527	0.229058095	0.431254354	0.22899034	0.141376313	0.062073167	0.312887826	0.316641138	0.123431708	0.1513924	0.244240773	0.108296923	0.710526316	0.226153398	0.225085215	0.441500865	0.399675395	0.565734399	0.224827414	0.116858101
AY854594	0.462686567	0.250345129	0.423076923	0.152830658	0.459610059	0.537313433	0.310257982	0.576923077	0.210149442	0.298145693	0.167753759	0.174644215	0.173505758	0.217391304	0.10064675	0.092139376	0.571428571	0.300862333	0.217424025	0.453160162	0.228990618	0.141363857	0.062153496	0.291284649	0.311609984	0.123619152	0.120707169	0.244268114	0.103336734	0.710526316	0.219861077	0.225287532	0.441410263	0.395516558	0.565424972	0.2314763	0.139339157
AY877433	0.415384615	0.217779247	0.454545455	0.1113455	0.469907615	0.584615385	0.329148694	0.545454545	0.215233732	0.266696753	0.187203607	0.185310267	0.142862888	0.24	0.11260875	0.109890898	0.527777778	0.309374452	0.187765294	0.502912257	0.270646739	0.124383723	0.071629703	0.250332321	0.279856934	0.136399789	0.12598859	0.234593178	0.07437423	0.702702703	0.211054188	0.259272869	0.472108844	0.374210431	0.595811955	0.227702864	0.177268662
AY877434	0.46969697	0.236291061	0.405063291	0.131255338	0.434552745	0.53030303	0.344129463	0.594936709	0.225823356	0.295903793	0.161550064	0.145762601	0.13672681	0.25	0.103013189	0.099392983	0.571428571	0.340285485	0.207112923	0.446013072	0.233253521	0.139100461	0.072376899	0.301982033	0.272715638	0.111563796	0.120159264	0.278814671	0.099808329	0.736842105	0.219365071	0.274421764	0.409159312	0.381038768	0.567101218	0.216458524	0.152645401
AY877435	0.439393939	0.239733821	0.430379747	0.14000707	0.44223006	0.560606061	0.326726197	0.569620253	0.224430276	0.292910038	0.150487698	0.146455019	0.149056315	0.25	0.091926672	0.096999306	0.571428571	0.353375015	0.20811848	0.467609368	0.243613123	0.121971339	0.060552804	0.301985419	0.280453675	0.123278457	0.100521204	0.268552003	0.109490886	0.72972973	0.219559644	0.268337212	0.390771234	0.398705196	0.566874974	0.239527937	0.160245053
GU592648	0.47761194	0.236391727	0.41025641	0.140287947	0.43376388	0.52238806	0.359479551	0.58974359	0.252479955	0.311817004	0.157616808	0.171571612	0.167323335	0.25	0.07290955	0.107581267	0.542857143	0.328873541	0.153470524	0.461520512	0.227081639	0.124248984	0.068626348	0.286504666	0.246305223	0.126443069	0.098792251	0.258373799	0.108883885	0.736842105	0.194446176	0.230274995	0.435656072	0.3916491	0.589283885	0.241216208	0.193824837
KF656696	0.462686567	0.256266198	0.41025641	0.152718846	0.458873464	0.537313433	0.310278292	0.58974359	0.217949901	0.319357737	0.165899533	0.174643034	0.173134323	0.217391304	0.079428855	0.087720491	0.571428571	0.30085782	0.202162117	0.431190139	0.222365642	0.141266658	0.061911679	0.312764747	0.31148657	0.123464319	0.113146357	0.244313491	0.104820596	0.710526316	0.213131777	0.224844038	0.44115975	0.399584856	0.566220039	0.237678439	0.154364555
KF656697	0.462686567	0.256266198	0.41025641	0.152718846	0.458873464	0.537313433	0.310278292	0.58974359	0.217949901	0.319357737	0.165899533	0.174643034	0.173134323	0.217391304	0.079428855	0.087720491	0.571428571	0.30085782	0.202162117	0.431190139	0.222365642	0.141266658	0.061911679	0.312764747	0.31148657	0.123464319	0.113146357	0.244313491	0.104820596	0.710526316	0.213131777	0.224844038	0.44115975	0.399584856	0.566220039	0.237678439	0.154364555
KF864234	0.432835821	0.22511582	0.428571429	0.136109088	0.44589272	0.567164179	0.318947435	0.571428571	0.210951786	0.289777836	0.154344113	0.14404812	0.150630078	0.25	0.111553213	0.097563189	0.6	0.329306989	0.198769004	0.446099807	0.25525083	0.123404933	0.086644964	0.302393214	0.293794861	0.135117799	0.112309826	0.237499095	0.101944829	0.717948718	0.219351947	0.258234896	0.450465925	0.397004911	0.54494856	0.23089435	0.150588287
KF864322	0.432835821	0.22495646	0.441558442	0.118847592	0.431124611	0.567164179	0.318933075	0.558441558	0.234340561	0.289801943	0.149745066	0.144078091	0.150679646	0.291666667	0.111578232	0.102039884	0.571428571	0.32934113	0.198847419	0.446087597	0.244864541	0.115209529	0.101132868	0.302344176	0.293772227	0.143406981	0.10671528	0.247827077	0.106456908	0.717948718	0.219392381	0.258359749	0.43686732	0.392674914	0.56670405	0.230915033	0.150648245
KF864397	0.470588235	0.209684863	0.428571429	0.145818983	0.436016543	0.529411765	0.321720847	0.571428571	0.242138201	0.284755132	0.157557257	0.130908979	0.146883178	0.260869565	0.112354172	0.08116125	0.6	0.345827253	0.196486519	0.437238011	0.257545381	0.119555787	0.066254588	0.306795975	0.279694597	0.142298777	0.101490615	0.250924167	0.107043004	0.717948718	0.206945281	0.279994266	0.420050119	0.422140059	0.547125133	0.246578096	0.14990683
KM594040	0.462686567	0.22856493	0.41025641	0.128861942	0.442376222	0.537313433	0.327235141	0.58974359	0.249654191	0.28282072	0.158111104	0.172202821	0.13252748	0.25	0.113322245	0.119410765	0.542857143	0.315832634	0.179341626	0.467613448	0.253331914	0.108844249	0.060986076	0.302093203	0.284829964	0.135755834	0.106087655	0.268495643	0.105192255	0.72972973	0.210539782	0.277977647	0.409447539	0.374368596	0.589339361	0.23897315	0.176651221
KM594041	0.417910448	0.211007784	0.448717949	0.141465553	0.419776796	0.582089552	0.331859336	0.551282051	0.22790369	0.300360011	0.167065104	0.148654364	0.142943517	0.291666667	0.070116563	0.080770464	0.514285714	0.366143853	0.192326939	0.461518604	0.253085317	0.11037261	0.060771606	0.286705605	0.257940387	0.140740182	0.111709327	0.22761968	0.088039163	0.736842105	0.187599696	0.270882568	0.462684739	0.432813042	0.612190196	0.261503842	0.188647063
KM594042	0.447761194	0.240034778	0.41025641	0.128952489	0.443068361	0.552238806	0.314131169	0.58974359	0.249153461	0.282834441	0.167605899	0.186507128	0.164166282	0.25	0.113333423	0.112232114	0.542857143	0.301556973	0.179336593	0.467638911	0.241180109	0.117346045	0.061318712	0.30218253	0.298787744	0.127525353	0.105860247	0.268493462	0.096103183	0.72972973	0.212942579	0.247251099	0.409651757	0.382059705	0.588204158	0.237442007	0.176915388
KP202393	0.439393939	0.229420059	0.41025641	0.141868289	0.433558054	0.560606061	0.32415363	0.58974359	0.230310384	0.293009003	0.155296322	0.153679585	0.149249659	0.260869565	0.091940667	0.096789405	0.571428571	0.346237418	0.214591935	0.437238858	0.246080383	0.132144351	0.061410487	0.306631634	0.280399539	0.125428483	0.100525478	0.283883896	0.113349198	0.72972973	0.2168239	0.280973708	0.390581717	0.400646596	0.567043487	0.236485363	0.149194413
KT023101	0.426470588	0.196422207	0.435897436	0.140465883	0.410995961	0.573529412	0.342198201	0.564102564	0.220503748	0.300376025	0.158530929	0.141541497	0.165382473	0.304347826	0.070112762	0.097209289	0.542857143	0.373308402	0.169569551	0.431031507	0.245528253	0.11197974	0.080448858	0.312770166	0.257865546	0.142902845	0.111804765	0.216960375	0.116666159	0.736842105	0.198102083	0.266159365	0.462553806	0.406889849	0.591096042	0.257108795	0.202836575
KU523255	0.426470588	0.196422207	0.435897436	0.140465883	0.410995961	0.573529412	0.342198201	0.564102564	0.220503748	0.300376025	0.158530929	0.141541497	0.165382473	0.304347826	0.070112762	0.097209289	0.542857143	0.373308402	0.169569551	0.431031507	0.245528253	0.11197974	0.080448858	0.312770166	0.257865546	0.142902845	0.111804765	0.216960375	0.116666159	0.736842105	0.198102083	0.266159365	0.462553806	0.406889849	0.591096042	0.257108795	0.202836575
MN968374	0.432835821	0.234286355	0.41025641	0.158593417	0.460425334	0.567164179	0.319934506	0.58974359	0.209311955	0.286822635	0.168463343	0.204558491	0.178058326	0.217391304	0.093660372	0.110649034	0.542857143	0.289599989	0.233842142	0.431336963	0.236104062	0.162178874	0.056577245	0.312853566	0.290596944	0.10350073	0.119977255	0.278893696	0.106495671	0.710526316	0.237324237	0.215297015	0.396153846	0.38776161	0.585062218	0.215849127	0.130997536
MN968375	0.432835821	0.23429569	0.41025641	0.158634255	0.460602591	0.567164179	0.319931416	0.58974359	0.209155939	0.286828357	0.168515286	0.204557808	0.185492642	0.217391304	0.093665069	0.110669851	0.571428571	0.289609043	0.2265284	0.431355267	0.236176808	0.162217199	0.056665562	0.312860539	0.290630076	0.10353671	0.119853371	0.278906451	0.106569076	0.710526316	0.237481215	0.215381601	0.39618264	0.387893722	0.562827481	0.215978706	0.13109565
MN968376	0.432835821	0.23429569	0.41025641	0.158634255	0.460602591	0.567164179	0.319931416	0.58974359	0.209155939	0.286828357	0.168515286	0.204557808	0.185492642	0.217391304	0.093665069	0.110669851	0.571428571	0.289609043	0.2265284	0.431355267	0.236176808	0.162217199	0.056665562	0.312860539	0.290630076	0.10353671	0.119853371	0.278906451	0.106569076	0.710526316	0.237481215	0.215381601	0.39618264	0.387893722	0.562827481	0.215978706	0.13109565
MN968377	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968378	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968379	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968380	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968381	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968382	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968383	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968384	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968385	0.417910448	0.243894019	0.41025641	0.153064559	0.460641353	0.582089552	0.319958687	0.58974359	0.209272043	0.298193679	0.165245964	0.193155833	0.185259823	0.217391304	0.0936309	0.110599983	0.571428571	0.28954319	0.226524573	0.431356715	0.23619434	0.162158249	0.062749914	0.312893917	0.290606603	0.103426177	0.119984078	0.278888443	0.106552306	0.710526316	0.237281562	0.215220931	0.396280362	0.387662171	0.56313273	0.215830966	0.130886284
MN968386	0.417910448	0.243894441	0.423076923	0.153096825	0.460819226	0.582089552	0.319955608	0.576923077	0.209115792	0.298197658	0.167481023	0.193156849	0.185392653	0.217391304	0.093635557	0.11062079	0.571428571	0.289552164	0.226499948	0.431374982	0.236266963	0.162196693	0.062847877	0.312900868	0.290639599	0.103462144	0.119859913	0.278901198	0.104441947	0.710526316	0.237438554	0.21530566	0.396309078	0.387794323	0.562736271	0.215960578	0.130984358
MN968387	0.432835821	0.23429569	0.41025641	0.158634255	0.460602591	0.567164179	0.319931416	0.58974359	0.209155939	0.286828357	0.168515286	0.204557808	0.185492642	0.217391304	0.093665069	0.110669851	0.571428571	0.289609043	0.2265284	0.431355267	0.236176808	0.162217199	0.056665562	0.312860539	0.290630076	0.10353671	0.119853371	0.278906451	0.106569076	0.710526316	0.237481215	0.215381601	0.39618264	0.387893722	0.562827481	0.215978706	0.13109565
MT891038	0.434782609	0.220157498	0.461538462	0.138999629	0.416166674	0.565217391	0.350925417	0.538461538	0.237930946	0.3108792	0.138495154	0.14016779	0.157285017	0.260869565	0.106923128	0.099742944	0.542857143	0.336934722	0.186751485	0.437251123	0.255673283	0.1086535	0.060484902	0.306789374	0.303920018	0.137710211	0.114378834	0.25823091	0.126691943	0.756756757	0.20846958	0.266236453	0.42290337	0.361629725	0.589636735	0.24071159	0.183961393
MW249020	0.447761194	0.23158023	0.474358974	0.141428338	0.435254089	0.552238806	0.346053331	0.525641026	0.227874621	0.288796125	0.158930816	0.160030572	0.146223366	0.25	0.103012442	0.104194774	0.571428571	0.33317508	0.206046309	0.446055426	0.23852315	0.124491976	0.061462746	0.302071346	0.286796916	0.126442875	0.101779864	0.282519402	0.10440844	0.736842105	0.205373461	0.274122715	0.409364087	0.369294137	0.565909926	0.237271241	0.158372993
MW249021	0.434782609	0.220157498	0.461538462	0.138999629	0.416166674	0.565217391	0.350925417	0.538461538	0.237930946	0.3108792	0.138495154	0.14016779	0.157285017	0.260869565	0.106923128	0.099742944	0.542857143	0.336934722	0.186751485	0.437251123	0.255673283	0.1086535	0.060484902	0.306789374	0.303920018	0.137710211	0.114378834	0.25823091	0.126691943	0.756756757	0.20846958	0.266236453	0.42290337	0.361629725	0.589636735	0.24071159	0.183961393
AB284509	0.391304348	0.251840351	0.41025641	0.122096942	0.406994448	0.608695652	0.373436457	0.58974359	0.214494936	0.329911663	0.193283818	0.204055188	0.18665269	0.272727273	0.095476451	0.158287633	0.676470588	0.27441116	0.197870504	0.417089898	0.241680345	0.084338094	0.126487197	0.307260678	0.244054016	0.171183977	0.105839549	0.27812475	0.073529162	0.771428571	0.287694985	0.294234831	0.401112338	0.317210907	0.485095004	0.144816088	0.139777305
AB284510	0.391304348	0.251840351	0.41025641	0.122096942	0.406994448	0.608695652	0.373436457	0.58974359	0.214494936	0.329911663	0.193283818	0.204055188	0.18665269	0.272727273	0.095476451	0.158287633	0.676470588	0.27441116	0.197870504	0.417089898	0.241680345	0.084338094	0.126487197	0.307260678	0.244054016	0.171183977	0.105839549	0.27812475	0.073529162	0.771428571	0.287694985	0.294234831	0.401112338	0.317210907	0.485095004	0.144816088	0.139777305
AB284511	0.391304348	0.250203484	0.41025641	0.122099928	0.406790362	0.608695652	0.377130432	0.58974359	0.214484149	0.329910447	0.197231749	0.204063621	0.186593043	0.272727273	0.095477368	0.150345395	0.676470588	0.274415466	0.197824709	0.417060421	0.240003347	0.084320296	0.126463955	0.307238398	0.246600342	0.171154805	0.105820255	0.278149671	0.073145692	0.771428571	0.287702751	0.294108239	0.401017832	0.320194866	0.485095004	0.144841864	0.139772227
AB284512	0.391304348	0.251847693	0.41025641	0.122141493	0.406828711	0.608695652	0.363586444	0.58974359	0.21505228	0.32249009	0.193135044	0.184579356	0.157796319	0.272727273	0.102898987	0.158105019	0.676470588	0.293845984	0.197994034	0.417035724	0.241712554	0.084323796	0.126309154	0.307313004	0.254371087	0.171130125	0.106094643	0.278048829	0.07346924	0.771428571	0.287270886	0.32287802	0.401118421	0.316872699	0.486052044	0.144507808	0.139818193
AB284513	0.391304348	0.251953118	0.41025641	0.122107356	0.423092022	0.608695652	0.383440456	0.58974359	0.214607005	0.337346723	0.193229395	0.203936006	0.186333311	0.227272727	0.09546349	0.15817746	0.676470588	0.266932428	0.19765813	0.417080359	0.242079907	0.084351876	0.126443483	0.307264104	0.243985528	0.170988305	0.105877485	0.278150201	0.085083191	0.771428571	0.287431423	0.275694965	0.401156525	0.307479295	0.485347279	0.144702899	0.139614717
AB284514	0.391304348	0.251847693	0.41025641	0.122141493	0.406828711	0.608695652	0.363586444	0.58974359	0.21505228	0.32249009	0.193135044	0.196602554	0.157796319	0.272727273	0.102898987	0.158105019	0.647058824	0.281822786	0.209457047	0.417035724	0.241712554	0.084323796	0.126309154	0.307313004	0.254371087	0.171130125	0.106094643	0.278048829	0.07346924	0.771428571	0.287270886	0.311124406	0.401118421	0.316872699	0.508397607	0.144507808	0.139818193
AB285215	0.391304348	0.251840351	0.41025641	0.122096942	0.406994448	0.608695652	0.373436457	0.58974359	0.214494936	0.329911663	0.193283818	0.204055188	0.18665269	0.272727273	0.095476451	0.158287633	0.676470588	0.27441116	0.197870504	0.417089898	0.241680345	0.084338094	0.126487197	0.307260678	0.244054016	0.171183977	0.105839549	0.27812475	0.073529162	0.771428571	0.287694985	0.294234831	0.401112338	0.317210907	0.485095004	0.144816088	0.139777305
EU853582	0.441176471	0.234218468	0.435897436	0.143957985	0.415891012	0.558823529	0.36538096	0.564102564	0.214393498	0.340173648	0.18529224	0.204044699	0.158744816	0.260869565	0.085214838	0.141568482	0.705882353	0.274405804	0.199066954	0.352120754	0.265279824	0.072448173	0.111219386	0.375368526	0.253167024	0.179038381	0.092101743	0.278098747	0.079414833	0.771428571	0.251708011	0.313076932	0.400929241	0.325694134	0.463706481	0.18013785	0.13864326
EU853584	0.449275362	0.252014761	0.461538462	0.135023893	0.413519189	0.550724638	0.353494749	0.538461538	0.231319542	0.329724246	0.187672886	0.205124999	0.176710617	0.272727273	0.093030151	0.178799898	0.705882353	0.27573618	0.175731758	0.416951712	0.240992028	0.065539385	0.096338686	0.285664868	0.254444808	0.20137954	0.091603745	0.288400659	0.080426677	0.764705882	0.267613244	0.334464292	0.38721943	0.306664529	0.461828374	0.165838857	0.140132052
EU853585	0.449275362	0.252014761	0.461538462	0.135023893	0.413519189	0.550724638	0.353494749	0.538461538	0.231319542	0.329724246	0.187672886	0.205124999	0.176710617	0.272727273	0.093030151	0.178799898	0.705882353	0.27573618	0.175731758	0.416951712	0.240992028	0.065539385	0.096338686	0.285664868	0.254444808	0.20137954	0.091603745	0.288400659	0.080426677	0.764705882	0.267613244	0.334464292	0.38721943	0.306664529	0.461828374	0.165838857	0.140132052
EU853586	0.449275362	0.262348111	0.461538462	0.135017779	0.413312042	0.550724638	0.35347155	0.538461538	0.231316885	0.341774255	0.187595832	0.20513438	0.176657865	0.272727273	0.08098132	0.178800359	0.705882353	0.275740517	0.175690026	0.416922626	0.229772495	0.065514524	0.096321062	0.285638567	0.254434614	0.201352021	0.091582474	0.288422755	0.080415438	0.764705882	0.267618129	0.334315671	0.387122668	0.30666018	0.461828374	0.16586738	0.140125219
EU853587	0.434782609	0.248645869	0.435897436	0.135160267	0.405056178	0.565217391	0.373351179	0.564102564	0.2330772	0.347589952	0.170503121	0.181742705	0.172005918	0.272727273	0.092648566	0.15950407	0.705882353	0.281815783	0.174959503	0.416763513	0.263517538	0.064623085	0.095688578	0.285748141	0.243816539	0.199025057	0.092163738	0.28825071	0.082189063	0.771428571	0.266237507	0.335200645	0.387166917	0.314811569	0.46458989	0.165056577	0.14442936
EU853588	0.434782609	0.248645869	0.435897436	0.135160267	0.405056178	0.565217391	0.373351179	0.564102564	0.2330772	0.347589952	0.170503121	0.181742705	0.172005918	0.272727273	0.092648566	0.15950407	0.705882353	0.281815783	0.174959503	0.416763513	0.263517538	0.064623085	0.095688578	0.285748141	0.243816539	0.199025057	0.092163738	0.28825071	0.082189063	0.771428571	0.266237507	0.335200645	0.387166917	0.314811569	0.46458989	0.165056577	0.14442936
EU853589	0.434782609	0.248645869	0.435897436	0.135160267	0.405056178	0.565217391	0.373351179	0.564102564	0.2330772	0.347589952	0.170503121	0.181742705	0.172005918	0.272727273	0.092648566	0.15950407	0.705882353	0.281815783	0.174959503	0.416763513	0.263517538	0.064623085	0.095688578	0.285748141	0.243816539	0.199025057	0.092163738	0.28825071	0.082189063	0.771428571	0.266237507	0.335200645	0.387166917	0.314811569	0.46458989	0.165056577	0.14442936
EU853590	0.442857143	0.24171779	0.435897436	0.137660346	0.395132573	0.557142857	0.373327976	0.564102564	0.233074686	0.347593628	0.174822105	0.181750152	0.180239793	0.285714286	0.092646178	0.159506605	0.705882353	0.281821661	0.174917744	0.40738621	0.264332434	0.06561716	0.096051844	0.290230937	0.243805469	0.202136868	0.092142459	0.288272883	0.084298171	0.771428571	0.266242594	0.35119126	0.387069988	0.314805862	0.46458989	0.165085054	0.14442094
HM179504	0.507042254	0.248938918	0.460526316	0.144592764	0.397354381	0.492957746	0.409718463	0.539473684	0.212847321	0.343384364	0.177098771	0.201412137	0.173692538	0.272727273	0.103500649	0.150885599	0.727272727	0.256390178	0.192880844	0.450504093	0.25079759	0.063821475	0.115560774	0.273864791	0.228464824	0.188151724	0.093343185	0.291413424	0.086701444	0.777777778	0.250968598	0.304580161	0.378809695	0.304543976	0.45135498	0.186911211	0.141607936
HM179505	0.492753623	0.232711148	0.474358974	0.129118569	0.398625998	0.507246377	0.399046411	0.525641026	0.211130272	0.331584203	0.193914731	0.194266495	0.161944104	0.272727273	0.103425563	0.166452246	0.696969697	0.275680339	0.195529184	0.42292935	0.246831365	0.064096694	0.113674137	0.301224095	0.237795474	0.188420434	0.108058076	0.277456303	0.080281391	0.777777778	0.281895145	0.316475414	0.385603474	0.292930512	0.467276467	0.160285532	0.137299866
HM179506	0.471428571	0.229901504	0.448717949	0.160525945	0.40481979	0.528571429	0.398272865	0.551282051	0.206522555	0.333710794	0.206314265	0.207527612	0.189465196	0.238095238	0.095339419	0.146940359	0.727272727	0.269215139	0.195230951	0.422951468	0.261820293	0.092044648	0.111631958	0.33504108	0.228058272	0.14903768	0.098241115	0.270978351	0.081143288	0.777777778	0.245851464	0.289255609	0.405882902	0.319439986	0.44988156	0.193418874	0.153098575
KF155002	0.442857143	0.224003324	0.448717949	0.143591794	0.397173526	0.557142857	0.371208904	0.551282051	0.207669103	0.340181702	0.175632146	0.223516777	0.188839457	0.285714286	0.085205793	0.163400938	0.705882353	0.254975909	0.195767538	0.347494574	0.275675328	0.065946072	0.12274658	0.39311405	0.248894314	0.184696172	0.097742697	0.257789603	0.08870249	0.771428571	0.263861575	0.300873957	0.414324772	0.310111865	0.4622086	0.175522816	0.14177021
KR534217	0.449275362	0.24247154	0.448717949	0.140813831	0.430275481	0.550724638	0.381029834	0.551282051	0.207557381	0.352057087	0.193408214	0.231992775	0.168739404	0.227272727	0.078142895	0.172798147	0.705882353	0.241216633	0.188433451	0.357713244	0.251907594	0.074327404	0.120113774	0.365515649	0.238445799	0.183687169	0.097632562	0.278070219	0.082841035	0.764705882	0.253444204	0.301093719	0.387450042	0.300621988	0.462089554	0.186083885	0.145411595
KR534218	0.449275362	0.242522628	0.448717949	0.140814995	0.430095495	0.550724638	0.388623893	0.551282051	0.207795032	0.352017132	0.193246018	0.231934205	0.168508418	0.227272727	0.078170137	0.165557284	0.705882353	0.241192266	0.188364744	0.35768696	0.252113007	0.07427324	0.120048583	0.365525949	0.238389513	0.183609096	0.097708485	0.288388353	0.082855225	0.764705882	0.246715857	0.300808523	0.387450042	0.300346411	0.462470351	0.185934955	0.14532009
