"","Accession","Year","Clade","Host","Group","purines","purines1","purines2","purines3"
"220","KR906776",2011,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"221","KR906780",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"222","KR906782",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"223","KR906784",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"224","KR906789",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"225","KR906790",2012,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"226","KR906792",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"227","KT336432",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"228","KT336433",1991,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.483370288248337,0.490022172949002
"229","KT336434",1992,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"230","KT336435",1993,"Cosmo AF1b","Dog","Carnivore",0.53880266075388,0.634146341463415,0.483370288248337,0.498891352549889
"231","KT336436",2012,"Cosmo AF1b","Dog","Carnivore",0.538063562453806,0.634146341463415,0.483370288248337,0.496674057649667
"232","KT336437",2012,"Cosmo AF1b","Dog","Carnivore",0.538063562453806,0.634146341463415,0.481152993348115,0.498891352549889
"233","KX148203",1986,"Cosmo AF1b","Dog","Carnivore",0.538063562453806,0.634146341463415,0.483370288248337,0.496674057649667
"234","KX148204",1992,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.483370288248337,0.490022172949002
"235","KX148205",1994,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.483370288248337,0.490022172949002
"236","KX148206",1996,"Cosmo AF1b","Dog","Carnivore",0.533628972653363,0.634146341463415,0.481152993348115,0.485587583148559
"237","KX148208",1992,"Cosmo AF1b","Dog","Carnivore",0.532150776053215,0.631929046563193,0.483370288248337,0.481152993348115
"238","KY210222",2009,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.636363636363636,0.483370288248337,0.490022172949002
"239","KY210223",2007,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"240","KY210224",2010,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"241","KY210226",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"242","KY210227",2011,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"243","KY210229",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"244","KY210231",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"245","KY210232",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"246","KY210234",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"247","KY210235",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"248","KY210238",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"249","KY210239",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"250","KY210243",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"251","KY210244",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"252","KY210245",2012,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"253","KY210247",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"254","KY210248",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"255","KY210249",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"256","KY210250",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"257","KY210251",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"258","KY210252",2012,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"259","KY210253",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"260","KY210254",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"261","KY210255",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"262","KY210256",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"263","KY210257",2013,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"264","KY210258",2013,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"265","KY210260",2013,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"266","KY210263",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"267","KY210264",2013,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"268","KY210265",2013,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"269","KY210266",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"270","KY210267",2013,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.483370288248337,0.490022172949002
"271","KY210269",2013,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"272","KY210270",2013,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"273","KY210271",2013,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"274","KY210272",2013,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"275","KY210273",2013,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"276","KY210278",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"277","KY210279",2011,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"278","KY210280",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"279","KY210281",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"280","KY210282",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"281","KY210286",2011,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"282","KY210287",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"283","KY210288",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"284","KY210289",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"285","KY210290",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"286","KY210292",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"287","KY210293",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"288","KY210294",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"289","KY210295",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"290","KY210296",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"291","KY210299",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"292","KY210300",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"293","KY210303",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"294","KY210304",2012,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.481152993348115,0.490022172949002
"295","KY210307",2012,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"296","KY210311",2012,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"297","KY563717",1994,"Cosmo AF1b","Dog","Carnivore",0.535846267553585,0.634146341463415,0.481152993348115,0.492239467849224
"298","LC029890",2011,"Cosmo AF1b","Dog","Carnivore",0.532150776053215,0.629711751662971,0.483370288248337,0.483370288248337
"299","MN726804",2015,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.483370288248337,0.48780487804878
"300","MN726826",2016,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.483370288248337,0.48780487804878
"301","MN726827",2017,"Cosmo AF1b","Dog","Carnivore",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"302","MT454631",2015,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"303","MT454634",2015,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"304","MT454635",2015,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"305","MT454636",2016,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"306","MT454637",2016,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"307","MT454639",2016,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"308","MT454641",2016,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"309","MT454643",2017,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.483370288248337,0.48780487804878
"310","MT454644",2017,"Cosmo AF1b","Dog","Carnivore",0.536585365853659,0.634146341463415,0.483370288248337,0.492239467849224
"311","MT454645",2017,"Cosmo AF1b","Dog","Carnivore",0.535107169253511,0.634146341463415,0.483370288248337,0.48780487804878
"312","AF351845",NA,"Bat LC","Hoary bat","Bat",0.536585365853659,0.636363636363636,0.483370288248337,0.490022172949002
"313","AF351846",NA,"Bat LC","Hoary bat","Bat",0.535846267553585,0.634146341463415,0.483370288248337,0.490022172949002
"314","AF351858",NA,"Bat LC","Hoary bat","Bat",0.537324464153732,0.636363636363636,0.483370288248337,0.492239467849224
"315","AF394883",NA,"Bat LC","Hoary bat","Bat",0.535107169253511,0.634146341463415,0.483370288248337,0.48780487804878
"316","AF394884",NA,"Bat LC","Hoary bat","Bat",0.532889874353289,0.634146341463415,0.481152993348115,0.483370288248337
"317","GU644712",2005,"Bat LC","Hoary bat","Bat",0.536585365853659,0.636363636363636,0.483370288248337,0.490022172949002
"318","GU644713",2005,"Bat LC","Hoary bat","Bat",0.538063562453806,0.638580931263858,0.483370288248337,0.492239467849224
"319","GU644714",2005,"Bat LC","Hoary bat","Bat",0.536585365853659,0.636363636363636,0.483370288248337,0.490022172949002
"320","GU644715",2005,"Bat LC","Hoary bat","Bat",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"321","GU644716",2005,"Bat LC","Hoary bat","Bat",0.537324464153732,0.638580931263858,0.483370288248337,0.490022172949002
"322","GU644717",2004,"Bat LC","Hoary bat","Bat",0.535107169253511,0.638580931263858,0.483370288248337,0.483370288248337
"323","GU644718",2004,"Bat LC","Hoary bat","Bat",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"324","GU644719",1998,"Bat LC","Hoary bat","Bat",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"325","GU644720",2004,"Bat LC","Hoary bat","Bat",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"326","GU644721",2005,"Bat LC","Hoary bat","Bat",0.534368070953437,0.636363636363636,0.478935698447894,0.48780487804878
"327","JQ685947",2004,"Bat LC","Hoary bat","Bat",0.534368070953437,0.636363636363636,0.478935698447894,0.48780487804878
"328","AY854505",2001,"Cosmo AM2a","Mongoose","Carnivore",0.538063562453806,0.638580931263858,0.483370288248337,0.492239467849224
"329","AY854525",2001,"Cosmo AM2a","Mongoose","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"330","AY854531",2002,"Cosmo AM2a","Mongoose","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"331","AY854544",2000,"Cosmo AM2a","Mongoose","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"332","AY854546",2002,"Cosmo AM2a","Mongoose","Carnivore",0.538063562453806,0.638580931263858,0.485587583148559,0.490022172949002
"333","AY854558",2002,"Cosmo AM2a","Mongoose","Carnivore",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"334","AY854567",2000,"Cosmo AM2a","Mongoose","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"335","AY854573",2001,"Cosmo AM2a","Mongoose","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"336","AY854576",2000,"Cosmo AM2a","Mongoose","Carnivore",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"337","EU345002",NA,"RAC-SK SCSK","Skunk","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"338","EU345003",NA,"RAC-SK SCSK","Skunk","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"339","EU345004",NA,"RAC-SK SCSK","Skunk","Carnivore",0.536585365853659,0.636363636363636,0.483370288248337,0.490022172949002
"340","JQ685938",2009,"RAC-SK SCSK","Skunk","Carnivore",0.536585365853659,0.638580931263858,0.483370288248337,0.48780487804878
"341","JQ685968",2009,"RAC-SK SCSK","Skunk","Carnivore",0.537324464153732,0.638580931263858,0.483370288248337,0.490022172949002
"342","MW055084",2017,"RAC-SK SCSK","Skunk","Carnivore",0.538063562453806,0.638580931263858,0.483370288248337,0.492239467849224
"343","MW055085",2017,"RAC-SK SCSK","Skunk","Carnivore",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"344","MW055086",2017,"RAC-SK SCSK","Skunk","Carnivore",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"345","MW055087",2017,"RAC-SK SCSK","Skunk","Carnivore",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"346","AF351849",NA,"Bat TB1","Free-tailed bat","Bat",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"347","AF394876",NA,"Bat TB1","Free-tailed bat","Bat",0.535846267553585,0.638580931263858,0.483370288248337,0.485587583148559
"348","GU644760",2005,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"349","GU644761",2005,"Bat TB1","Free-tailed bat","Bat",0.535107169253511,0.634146341463415,0.483370288248337,0.48780487804878
"350","GU644762",2005,"Bat TB1","Free-tailed bat","Bat",0.535107169253511,0.631929046563193,0.483370288248337,0.490022172949002
"351","GU644763",2005,"Bat TB1","Free-tailed bat","Bat",0.533628972653363,0.631929046563193,0.483370288248337,0.485587583148559
"352","GU644764",2005,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"353","GU644765",2002,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"354","GU644766",2003,"Bat TB1","Free-tailed bat","Bat",0.533628972653363,0.634146341463415,0.483370288248337,0.483370288248337
"355","GU644767",2003,"Bat TB1","Free-tailed bat","Bat",0.533628972653363,0.634146341463415,0.483370288248337,0.483370288248337
"356","GU644768",2003,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"357","GU644769",2003,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"358","GU644770",2003,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"359","GU644771",2003,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"360","GU644772",2003,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"361","GU644773",2003,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"362","GU644774",2003,"Bat TB1","Free-tailed bat","Bat",0.533628972653363,0.634146341463415,0.483370288248337,0.483370288248337
"363","GU644775",2004,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.634146341463415,0.483370288248337,0.485587583148559
"364","GU644776",2004,"Bat TB1","Free-tailed bat","Bat",0.532889874353289,0.629711751662971,0.483370288248337,0.485587583148559
"365","GU644777",2004,"Bat TB1","Free-tailed bat","Bat",0.532150776053215,0.629711751662971,0.483370288248337,0.483370288248337
"366","GU644778",2004,"Bat TB1","Free-tailed bat","Bat",0.532889874353289,0.627494456762749,0.483370288248337,0.48780487804878
"367","GU644779",2004,"Bat TB1","Free-tailed bat","Bat",0.534368070953437,0.627494456762749,0.483370288248337,0.492239467849224
"368","GU644780",2004,"Bat TB1","Free-tailed bat","Bat",0.535107169253511,0.627494456762749,0.483370288248337,0.494456762749446
"369","GU644781",2004,"Bat TB1","Free-tailed bat","Bat",0.535846267553585,0.629711751662971,0.483370288248337,0.494456762749446
"370","GU644782",2004,"Bat TB1","Free-tailed bat","Bat",0.535107169253511,0.629711751662971,0.483370288248337,0.492239467849224
"371","GU644783",2004,"Bat TB1","Free-tailed bat","Bat",0.533628972653363,0.629711751662971,0.483370288248337,0.48780487804878
"372","GU644784",2003,"Bat TB1","Free-tailed bat","Bat",0.535846267553585,0.627494456762749,0.483370288248337,0.496674057649667
"373","GU644785",2003,"Bat TB1","Free-tailed bat","Bat",0.529194382852919,0.625277161862528,0.483370288248337,0.478935698447894
"374","GU644786",2003,"Bat TB1","Free-tailed bat","Bat",0.529933481152993,0.629711751662971,0.483370288248337,0.476718403547672
"375","GU644787",2003,"Bat TB1","Free-tailed bat","Bat",0.529933481152993,0.627494456762749,0.483370288248337,0.478935698447894
"376","GU644788",2004,"Bat TB1","Free-tailed bat","Bat",0.531411677753141,0.627494456762749,0.481152993348115,0.485587583148559
"377","JQ685905",2003,"Bat TB1","Free-tailed bat","Bat",0.529933481152993,0.627494456762749,0.481152993348115,0.481152993348115
"378","AF351828",NA,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.627494456762749,0.483370288248337,0.476718403547672
"379","AF351831",NA,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.627494456762749,0.483370288248337,0.476718403547672
"380","AF351832",NA,"Bat EF-E2","Big brown bat","Bat",0.530672579453067,0.627494456762749,0.481152993348115,0.483370288248337
"381","AF351833",NA,"Bat EF-E2","Big brown bat","Bat",0.530672579453067,0.627494456762749,0.481152993348115,0.483370288248337
"382","AF351855",NA,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"383","AF351861",NA,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.483370288248337,0.465631929046563
"384","AF351862",NA,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.481152993348115,0.467849223946785
"385","AY039227",NA,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"386","AY039228",NA,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"387","AY039229",NA,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.481152993348115,0.470066518847007
"388","GU644652",2004,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.483370288248337,0.465631929046563
"389","GU644654",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"390","GU644655",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"391","GU644656",2005,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.481152993348115,0.467849223946785
"392","GU644657",2003,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"393","GU644658",2003,"Bat EF-E2","Big brown bat","Bat",0.526977087952698,0.631929046563193,0.481152993348115,0.467849223946785
"394","GU644659",2003,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"395","GU644660",2003,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"396","GU644661",2003,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.483370288248337,0.465631929046563
"397","GU644662",2003,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.481152993348115,0.467849223946785
"398","GU644663",2003,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"399","GU644664",2003,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.481152993348115,0.467849223946785
"400","GU644665",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"401","GU644666",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"402","GU644667",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"403","GU644668",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"404","GU644669",2005,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"405","GU644670",2005,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"406","GU644671",2005,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"407","GU644676",2004,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"408","GU644677",2004,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"409","GU644684",2003,"Bat EF-E2","Big brown bat","Bat",0.527716186252772,0.634146341463415,0.483370288248337,0.465631929046563
"410","GU644689",2004,"Bat EF-E2","Big brown bat","Bat",0.529194382852919,0.634146341463415,0.483370288248337,0.470066518847007
"411","GU644690",2004,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.636363636363636,0.478935698447894,0.470066518847007
"412","GU644695",2005,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.481152993348115,0.470066518847007
"413","JQ685925",2004,"Bat EF-E2","Big brown bat","Bat",0.528455284552846,0.634146341463415,0.483370288248337,0.467849223946785
"414","AY352488",1988,"Arctic A","Arctic fox","Carnivore",0.536585365853659,0.631929046563193,0.483370288248337,0.494456762749446
"415","AY352501",NA,"Arctic A","Arctic fox","Carnivore",0.535107169253511,0.631929046563193,0.483370288248337,0.490022172949002
"416","KX954123",2016,"Arctic A","Arctic fox","Carnivore",0.535107169253511,0.631929046563193,0.483370288248337,0.490022172949002
"417","LT598537",1977,"Arctic A","Arctic fox","Carnivore",0.535846267553585,0.631929046563193,0.483370288248337,0.492239467849224
"418","LT598538",2013,"Arctic A","Arctic fox","Carnivore",0.533628972653363,0.631929046563193,0.483370288248337,0.485587583148559
"419","LT598539",2013,"Arctic A","Arctic fox","Carnivore",0.533628972653363,0.631929046563193,0.483370288248337,0.485587583148559
"420","LT598540",2014,"Arctic A","Arctic fox","Carnivore",0.534368070953437,0.631929046563193,0.483370288248337,0.48780487804878
"421","LT598541",2013,"Arctic A","Arctic fox","Carnivore",0.532889874353289,0.631929046563193,0.483370288248337,0.483370288248337
"422","LT598542",2014,"Arctic A","Arctic fox","Carnivore",0.534368070953437,0.631929046563193,0.483370288248337,0.48780487804878
"423","LT598543",2014,"Arctic A","Arctic fox","Carnivore",0.535846267553585,0.631929046563193,0.483370288248337,0.492239467849224
"424","LT909550",2000,"Arctic A","Arctic fox","Carnivore",0.536585365853659,0.631929046563193,0.483370288248337,0.494456762749446
"425","MN384717",2017,"Arctic A","Arctic fox","Carnivore",0.535846267553585,0.631929046563193,0.483370288248337,0.492239467849224
"426","AY352487",NA,"Arctic A","Arctic fox","Carnivore",0.536585365853659,0.631929046563193,0.483370288248337,0.494456762749446
"427","EF611828",1987,"Arctic A","Arctic fox","Carnivore",0.537037037037037,0.633333333333333,0.482222222222222,0.495555555555556
"428","EF611830",1987,"Arctic A","Arctic fox","Carnivore",0.536296296296296,0.633333333333333,0.482222222222222,0.493333333333333
"429","EF611851",2006,"Arctic A","Arctic fox","Carnivore",0.534074074074074,0.633333333333333,0.482222222222222,0.486666666666667
"430","L20675",1993,"Arctic A","Arctic fox","Carnivore",0.535846267553585,0.631929046563193,0.483370288248337,0.492239467849224
