"","accessions","hosts","cpg","gc","cpg_actual"
"396","GU644770","Free-tailed bat",0.460133922812614,0.433111603843311,29
"397","GU644771","Free-tailed bat",0.444022503516174,0.433111603843311,28
"398","GU644772","Free-tailed bat",0.444522669670515,0.433111603843311,28
"399","GU644773","Free-tailed bat",0.450185378838293,0.430155210643016,28
"400","GU644774","Free-tailed bat",0.416939268951785,0.430894308943089,26
"401","GU644775","Free-tailed bat",0.466523987872302,0.430155210643016,29
"402","GU644776","Free-tailed bat",0.435982814178303,0.429416112342942,27
"403","GU644777","Free-tailed bat",0.461850840435049,0.432372505543237,29
"404","GU644778","Free-tailed bat",0.445924949385564,0.432372505543237,28
"405","GU644779","Free-tailed bat",0.4329753946807,0.430894308943089,27
"406","GU644780","Free-tailed bat",0.460133922812614,0.433111603843311,29
"407","GU644781","Free-tailed bat",0.463312393727565,0.431633407243163,29
"408","GU644782","Free-tailed bat",0.444022503516174,0.433111603843311,28
"409","GU644783","Free-tailed bat",0.444022503516174,0.433111603843311,28
"410","GU644784","Free-tailed bat",0.448756218905473,0.430894308943089,28
"411","GU644785","Free-tailed bat",0.449011520409615,0.430894308943089,28
"412","GU644786","Free-tailed bat",0.45724907063197,0.434589800443459,29
"413","GU644787","Free-tailed bat",0.416702203269367,0.430894308943089,26
"414","GU644788","Free-tailed bat",0.447087980173482,0.431633407243163,28
"415","JQ685905","Free-tailed bat",0.445673144793186,0.432372505543237,28
